Name,Sport,Year,Class_Year,Position,Hometown,High_School,Height,Weight,Source_URL
Brandon Lee,Baseball,2011,Jr.,C,"Mission Viejo, Calif.",Trabuco Hills HS,6-1,190,https://cornellbigred.com/sports/baseball/roster/2011
Brenton Peters,Baseball,2011,So.,IF,"Leesburg, Va.",Heritage HS,5-9,150,https://cornellbigred.com/sports/baseball/roster/2011
Brian Billigen,Baseball,2011,Jr.,OF/LHP,"Carnegie, Pa.",Bishop Canevin HS,6-0,170,https://cornellbigred.com/sports/baseball/roster/2011
Chris Burke,Baseball,2011,So.,C,"Redondo Beach, Calif.",Redondo Union HS,6-2,180,https://cornellbigred.com/sports/baseball/roster/2011
Chris Cruz,Baseball,2011,Fr.,LHP/1B/OF,"Bay Shore, N.Y.",Bay Shore HS,6-0,195,https://cornellbigred.com/sports/baseball/roster/2011
Connor Kaufmann,Baseball,2011,Fr.,RHP,"Midlothian, Va.",LC Bird,6-0,175,https://cornellbigred.com/sports/baseball/roster/2011
Conor McCabe,Baseball,2011,So.,OF,"Centennial, Colo.",Cherry Creek HS,5-10,160,https://cornellbigred.com/sports/baseball/roster/2011
Cooper Smith,Baseball,2011,So.,OF,"Montgomery, Texas",Second Baptist HS,5-11,175,https://cornellbigred.com/sports/baseball/roster/2011
Corey Pappel,Baseball,2011,Sr.,RHP,"Mississauga, Ontario",The Woodlands School,6-6,225,https://cornellbigred.com/sports/baseball/roster/2011
Dan Lea,Baseball,2011,Sr.,RHP,"Allentown, Pa.",Salisbury HS,6-1,185,https://cornellbigred.com/sports/baseball/roster/2011
Daniel Filous,Baseball,2011,Jr.,RHP,"Millbrae, Calif.",Mills HS,5-11,180,https://cornellbigred.com/sports/baseball/roster/2011
Forrest Crawford,Baseball,2011,So.,IF,"Lopez Island, Wash.",Friday Harbor HS,5-10,170,https://cornellbigred.com/sports/baseball/roster/2011
Frank Hager,Baseball,2011,Jr.,IF,"Berkeley Heights, N.J.",Delbarton School,6-2,190,https://cornellbigred.com/sports/baseball/roster/2011
Houston Hawley,Baseball,2011,So.,RHP,"Apex, N.C.",Apex HS,6-4,191,https://cornellbigred.com/sports/baseball/roster/2011
Jadd Schmeltzer,Baseball,2011,Sr.,1B/RHP,"Tappan, N.Y.",Bergen Catholic HS,6-5,245,https://cornellbigred.com/sports/baseball/roster/2011
Jeeter Ishida,Baseball,2011,Jr.,RHP/OF,"Honolulu, Hawaii",Punahou School,6-0,200,https://cornellbigred.com/sports/baseball/roster/2011
Jimmy Sikorski,Baseball,2011,Fr.,RHP,"Westport, Conn.",Staples HS,6-1,180,https://cornellbigred.com/sports/baseball/roster/2011
Joe Sinopoli,Baseball,2011,So.,RHP,"Manlius, N.Y.",Fayetteville-Manlius HS,6-2,175,https://cornellbigred.com/sports/baseball/roster/2011
Marshall Yanzick,Baseball,2011,Jr.,IF,"Beaverton, Ore.",Jesuit HS,6-2,185,https://cornellbigred.com/sports/baseball/roster/2011
Mickey Brodsky,Baseball,2011,Sr.,1B/OF/LHP,"Encino, Calif.",Cleveland HS,6-0,195,https://cornellbigred.com/sports/baseball/roster/2011
Mike Carroll,Baseball,2011,Sr.,LHP,"Glenmont, N.Y.",Bethlehem Central HS,5-9,175,https://cornellbigred.com/sports/baseball/roster/2011
Mike Kazley,Baseball,2011,So.,RHP,"Rochester, N.Y.",McQuaid Jesuit HS,6-2,190,https://cornellbigred.com/sports/baseball/roster/2011
Mike Lopez,Baseball,2011,Sr.,C,"Boynton Beach, Fla.",Atlantic Community HS,5-10,190,https://cornellbigred.com/sports/baseball/roster/2011
Patrick Lewicki,Baseball,2011,Jr.,RHP,"Los Gatos, Calif.",Bellarmine College Prep,6-1,190,https://cornellbigred.com/sports/baseball/roster/2011
Phil Mullan,Baseball,2011,So.,OF/C,"Torrance, Calif.",St. John Bosco HS,6-0,185,https://cornellbigred.com/sports/baseball/roster/2011
Rick Marks,Baseball,2011,Jr.,RHP,"Big Flats, N.Y.",Deerfield Academy,6-2,190,https://cornellbigred.com/sports/baseball/roster/2011
Ryan Plantier,Baseball,2011,Fr.,1B/3B,"Poway, Calif.",Pinnacle HS,6-0,205,https://cornellbigred.com/sports/baseball/roster/2011
Spenser  Souza,Baseball,2011,So.,OF,"Castaic, Calif.",Hart HS,6-0,178,https://cornellbigred.com/sports/baseball/roster/2011
TJ Parthemer,Baseball,2011,Jr.,LHP,"Bellevue, Wash.",Eastside Catholic School,6-2,195,https://cornellbigred.com/sports/baseball/roster/2011
Taylor Wood,Baseball,2011,Sr.,RHP,"Windham, N.H.",Bishop Guertin HS,6-4,210,https://cornellbigred.com/sports/baseball/roster/2011
Thomas Reynolds,Baseball,2011,Fr.,RHP,"San Jose, Calif.",Valley Christian HS,5-11,175,https://cornellbigred.com/sports/baseball/roster/2011
Tom D'Alessandro,Baseball,2011,Fr.,IF/OF,"Dix Hills, N.Y.",Half Hollow Hills East HS,6-0,185,https://cornellbigred.com/sports/baseball/roster/2011
Alex Smith,Baseball,2012,Fr.,RHP,"Greenwich, Conn.",Greenwich HS,5-10,170,https://cornellbigred.com/sports/baseball/roster/2012
Anthony Irigoyen,Baseball,2012,Jr.,RHP/IF,"Naples, Fla.",Palmetto Ridge HS,6-0,175,https://cornellbigred.com/sports/baseball/roster/2012
Ben Swinford,Baseball,2012,So.,IF/OF,"Lake Oswego, Ore.",Lakeridge HS,6-0,185,https://cornellbigred.com/sports/baseball/roster/2012
Brandon Lee,Baseball,2012,Sr.,C,"Mission Viejo, Calif.",Trabuco Hills HS,6-1,190,https://cornellbigred.com/sports/baseball/roster/2012
Brent Jones,Baseball,2012,Fr.,RHP,"Albuquerque, N.M.",Albuquerque Academy,6-3,205,https://cornellbigred.com/sports/baseball/roster/2012
Brenton Peters,Baseball,2012,Jr.,IF,"Leesburg, Va.",Heritage HS,5-9,150,https://cornellbigred.com/sports/baseball/roster/2012
Brian Billigen,Baseball,2012,Sr.,OF,"Carnegie, Pa.",Bishop Canevin HS,6-0,170,https://cornellbigred.com/sports/baseball/roster/2012
Brian McAfee,Baseball,2012,Fr.,RHP,"Bothell, Wash.",Bothell HS,6-2,185,https://cornellbigred.com/sports/baseball/roster/2012
Chris Burke,Baseball,2012,Jr.,C,"Redondo Beach, Calif.",Redondo Union HS,6-2,180,https://cornellbigred.com/sports/baseball/roster/2012
Chris Cruz,Baseball,2012,So.,LHP/1B/OF,"Bay Shore, N.Y.",Bay Shore HS,6-0,195,https://cornellbigred.com/sports/baseball/roster/2012
Connor Kaufmann,Baseball,2012,So.,RHP,"Midlothian, Va.",LC Bird,6-0,175,https://cornellbigred.com/sports/baseball/roster/2012
Conor McCabe,Baseball,2012,Jr.,OF,"Centennial, Colo.",Cherry Creek HS,5-10,160,https://cornellbigred.com/sports/baseball/roster/2012
Eric Upton,Baseball,2012,Fr.,LHP,"Timonium, Md.",Dulaney HS,6-1,170,https://cornellbigred.com/sports/baseball/roster/2012
Forrest Crawford,Baseball,2012,Sr.,IF,"Lopez Island, Wash.",Friday Harbor HS,5-10,170,https://cornellbigred.com/sports/baseball/roster/2012
Frank Hager,Baseball,2012,Sr.,IF,"Berkeley Heights, N.J.",Delbarton School,6-2,190,https://cornellbigred.com/sports/baseball/roster/2012
Houston Hawley,Baseball,2012,Jr.,RHP,"Apex, N.C.",Apex HS,6-4,191,https://cornellbigred.com/sports/baseball/roster/2012
JD Whetsel,Baseball,2012,Fr.,IF/OF,"Liberty Township, Ohio",Lakota East HS,5-8,160,https://cornellbigred.com/sports/baseball/roster/2012
Jeeter Ishida,Baseball,2012,Sr.,RHP,"Honolulu, Hawaii",Punahou School,6-0,200,https://cornellbigred.com/sports/baseball/roster/2012
Jimmy Sikorski,Baseball,2012,So.,RHP,"Westport, Conn.",Staples HS,6-1,180,https://cornellbigred.com/sports/baseball/roster/2012
Joe Sinopoli,Baseball,2012,Jr.,RHP,"Manlius, N.Y.",Fayetteville-Manlius HS,6-2,175,https://cornellbigred.com/sports/baseball/roster/2012
Kellen Urbon,Baseball,2012,Fr.,RHP,"San Diego, Calif.",Point Loma HS,6-0,160,https://cornellbigred.com/sports/baseball/roster/2012
Kevin Tatum,Baseball,2012,Fr.,IF/OF,"Woodbridge, Va.",Woodbridge HS,5-9,165,https://cornellbigred.com/sports/baseball/roster/2012
Marshall Yanzick,Baseball,2012,Sr.,IF,"Beaverton, Ore.",Jesuit HS,6-2,185,https://cornellbigred.com/sports/baseball/roster/2012
Matt Hall,Baseball,2012,Fr.,C,"Carlsbad, Calif.",La Costa Canyon HS,5-10,195,https://cornellbigred.com/sports/baseball/roster/2012
Mike Kazley,Baseball,2012,Jr.,RHP,"Rochester, N.Y.",McQuaid Jesuit HS,6-2,190,https://cornellbigred.com/sports/baseball/roster/2012
Nick Busto,Baseball,2012,Fr.,LHP,"Seattle, Wash.",Lakeside HS,6-0,180,https://cornellbigred.com/sports/baseball/roster/2012
Patrick Lewicki,Baseball,2012,Sr.,RHP,"Los Gatos, Calif.",Bellarmine College Prep,6-1,190,https://cornellbigred.com/sports/baseball/roster/2012
Phil Mullan,Baseball,2012,Jr.,OF/C,"Torrance, Calif.",St. John Bosco HS,6-0,185,https://cornellbigred.com/sports/baseball/roster/2012
Rick Marks,Baseball,2012,Sr.,RHP,"Big Flats, N.Y.",Deerfield Academy,6-2,190,https://cornellbigred.com/sports/baseball/roster/2012
Roberto Suppa,Baseball,2012,Fr.,RHP,"Connor, Ontario",St. Thomas Aquinas Catholic,6-5,215,https://cornellbigred.com/sports/baseball/roster/2012
Ryan Plantier,Baseball,2012,So.,IF/OF,"Poway, Calif.",Pinnacle HS,6-0,205,https://cornellbigred.com/sports/baseball/roster/2012
Sam Stevens,Baseball,2012,Fr.,C,"Chevy Chase, Md.",Sidwell Friends School,5-11,170,https://cornellbigred.com/sports/baseball/roster/2012
Spenser  Souza,Baseball,2012,Jr.,OF,"Castaic, Calif.",Hart HS,6-0,178,https://cornellbigred.com/sports/baseball/roster/2012
TJ Parthemer,Baseball,2012,Jr.,LHP,"Bellevue, Wash.",Eastside Catholic School,6-2,195,https://cornellbigred.com/sports/baseball/roster/2012
Tom D'Alessandro,Baseball,2012,So.,IF/OF,"Dix Hills, N.Y.",Half Hollow Hills East HS,6-0,185,https://cornellbigred.com/sports/baseball/roster/2012
Alex Smith,Baseball,2013,So.,RHP,"Greenwich, Conn.",Greenwich HS,5-10,170,https://cornellbigred.com/sports/baseball/roster/2013
Anthony Irigoyen,Baseball,2013,Sr.,RHP/IF,"Naples, Fla.",Palmetto Ridge HS,6-0,175,https://cornellbigred.com/sports/baseball/roster/2013
Ben Swinford,Baseball,2013,Jr.,IF/OF,"Lake Oswego, Ore.",Lakeridge HS,6-0,185,https://cornellbigred.com/sports/baseball/roster/2013
Brent Jones,Baseball,2013,So.,RHP,"Albuquerque, N.M.",Albuquerque Academy,6-3,215,https://cornellbigred.com/sports/baseball/roster/2013
Brenton Peters,Baseball,2013,Sr.,IF,"Leesburg, Va.",Heritage HS,5-9,150,https://cornellbigred.com/sports/baseball/roster/2013
Brian McAfee,Baseball,2013,So.,RHP,"Bothell, Wash.",Bothell HS,6-2,185,https://cornellbigred.com/sports/baseball/roster/2013
Chris Burke,Baseball,2013,Sr.,C,"Redondo Beach, Calif.",Redondo Union HS,6-2,180,https://cornellbigred.com/sports/baseball/roster/2013
Chris Cruz,Baseball,2013,Jr.,1B/OF,"Bay Shore, N.Y.",Bay Shore HS,6-0,195,https://cornellbigred.com/sports/baseball/roster/2013
Collin McGee,Baseball,2013,Fr.,C,"Auburn, Pa.",Schuylkill Haven Area HS,6-0,185,https://cornellbigred.com/sports/baseball/roster/2013
Connor Kaufmann,Baseball,2013,Jr.,RHP,"Midlothian, Va.",LC Bird,6-0,175,https://cornellbigred.com/sports/baseball/roster/2013
Conor McCabe,Baseball,2013,Sr.,OF,"Centennial, Colo.",Cherry Creek HS,5-10,160,https://cornellbigred.com/sports/baseball/roster/2013
Dan Morris,Baseball,2013,So.,IF,"Brooklyn, N.Y.",Regis HS,6-1,165,https://cornellbigred.com/sports/baseball/roster/2013
Eliot Lowell,Baseball,2013,Fr.,INF,"San Diego, Calif.",St. Augustine HS,5-10,175,https://cornellbigred.com/sports/baseball/roster/2013
Eric Upton,Baseball,2013,So.,LHP,"Timonium, Md.",Dulaney HS,6-1,170,https://cornellbigred.com/sports/baseball/roster/2013
Forrest Crawford,Baseball,2013,Sr.,IF,"Lopez Island, Wash.",Friday Harbor HS,5-10,170,https://cornellbigred.com/sports/baseball/roster/2013
Houston Hawley,Baseball,2013,Sr.,RHP,"Apex, N.C.",Apex HS,6-4,191,https://cornellbigred.com/sports/baseball/roster/2013
JD Whetsel,Baseball,2013,So.,IF/OF,"Liberty Township, Ohio",Lakota East HS,5-8,160,https://cornellbigred.com/sports/baseball/roster/2013
Jimmy Sikorski,Baseball,2013,Jr.,RHP,"Westport, Conn.",Staples HS,6-1,180,https://cornellbigred.com/sports/baseball/roster/2013
Jordan Winawer,Baseball,2013,Fr.,OF,"Mountain View, Calif.",Mountain View HS,6-0,190,https://cornellbigred.com/sports/baseball/roster/2013
Kellen Urbon,Baseball,2013,So.,RHP,"San Diego, Calif.",Point Loma HS,6-0,160,https://cornellbigred.com/sports/baseball/roster/2013
Kevin Tatum,Baseball,2013,So.,IF/OF,"Woodbridge, Va.",Woodbridge HS,5-9,165,https://cornellbigred.com/sports/baseball/roster/2013
Mathew Bowers,Baseball,2013,So.,C,"Umatilla, Fla.",Umatilla HS,6-1,190,https://cornellbigred.com/sports/baseball/roster/2013
Matt Hall,Baseball,2013,So.,C,"Carlsbad, Calif.",La Costa Canyon HS,5-10,195,https://cornellbigred.com/sports/baseball/roster/2013
Matt Horton,Baseball,2013,Fr.,LHP,"Poughkeepsie, N.Y.",Arlington HS,5-10,185,https://cornellbigred.com/sports/baseball/roster/2013
Michael Byrne,Baseball,2013,Fr.,LHP,"Vienna, Va.",Langley HS,6-1,215,https://cornellbigred.com/sports/baseball/roster/2013
Mike Kazley,Baseball,2013,Sr.,RHP,"Rochester, N.Y.",McQuaid Jesuit HS,6-2,190,https://cornellbigred.com/sports/baseball/roster/2013
Nick Busto,Baseball,2013,So.,LHP,"Seattle, Wash.",Lakeside HS,6-0,180,https://cornellbigred.com/sports/baseball/roster/2013
Phil Mullan,Baseball,2013,Sr.,OF/C,"Torrance, Calif.",St. John Bosco HS,6-0,185,https://cornellbigred.com/sports/baseball/roster/2013
Roberto Suppa,Baseball,2013,So.,RHP,"Connor, Ontario",St. Thomas Aquinas Catholic,6-5,205,https://cornellbigred.com/sports/baseball/roster/2013
Ryan Plantier,Baseball,2013,Jr.,IF/OF,"Poway, Calif.",Pinnacle HS,6-0,205,https://cornellbigred.com/sports/baseball/roster/2013
Sam Stevens,Baseball,2013,So.,C,"Chevy Chase, Md.",Sidwell Friends School,5-11,180,https://cornellbigred.com/sports/baseball/roster/2013
Spenser  Souza,Baseball,2013,Sr.,OF,"Castaic, Calif.",Hart HS,6-0,178,https://cornellbigred.com/sports/baseball/roster/2013
TJ Parthemer,Baseball,2013,Sr.,LHP,"Bellevue, Wash.",Eastside Catholic School,6-2,195,https://cornellbigred.com/sports/baseball/roster/2013
Tom D'Alessandro,Baseball,2013,Jr.,IF/OF,"Dix Hills, N.Y.",Half Hollow Hills East HS,6-0,185,https://cornellbigred.com/sports/baseball/roster/2013
Zach McCulley,Baseball,2013,Jr.,LHP,"Pensacola, Fla.",Tate HS,6-5,205,https://cornellbigred.com/sports/baseball/roster/2013
Alex Smith,Baseball,2014,Jr.,RHP,"Greenwich, Conn.",Greenwich HS,5-10,170,https://cornellbigred.com/sports/baseball/roster/2014
Ben Swinford,Baseball,2014,Sr.,IF,"Lake Oswego, Ore.",Lakeridge HS,6-0,185,https://cornellbigred.com/sports/baseball/roster/2014
Brent Jones,Baseball,2014,Jr.,RHP,"Albuquerque, N.M.",Albuquerque Academy,6-3,215,https://cornellbigred.com/sports/baseball/roster/2014
Brian McAfee,Baseball,2014,Jr.,RHP,"Bothell, Wash.",Bothell HS,6-2,185,https://cornellbigred.com/sports/baseball/roster/2014
Chris Cruz,Baseball,2014,Sr.,OF,"Bay Shore, N.Y.",Bay Shore HS,6-0,195,https://cornellbigred.com/sports/baseball/roster/2014
Collin McGee,Baseball,2014,So.,C,"Auburn, Pa.",Schuylkill Haven Area HS,6-0,185,https://cornellbigred.com/sports/baseball/roster/2014
Connor Kaufmann,Baseball,2014,Sr.,RHP,"Midlothian, Va.",LC Bird,6-0,175,https://cornellbigred.com/sports/baseball/roster/2014
Dan Morris,Baseball,2014,Jr.,IF,"Brooklyn, N.Y.",Regis HS,6-1,165,https://cornellbigred.com/sports/baseball/roster/2014
Eliot Lowell,Baseball,2014,So.,IF,"San Diego, Calif.",St. Augustine HS,5-10,175,https://cornellbigred.com/sports/baseball/roster/2014
Eric Upton,Baseball,2014,Jr.,LHP,"Timonium, Md.",Dulaney HS,6-1,170,https://cornellbigred.com/sports/baseball/roster/2014
Frankie Padulo,Baseball,2014,Fr.,IF,"Los Alamitos, Calif.",Los Alamitos HS,5-8,150,https://cornellbigred.com/sports/baseball/roster/2014
JD Whetsel,Baseball,2014,Jr.,OF,"Liberty Township, Ohio",Lakota East HS,5-8,160,https://cornellbigred.com/sports/baseball/roster/2014
Jacob Weston,Baseball,2014,Fr.,OF,"Corona, Calif.",Centennial HS,6-1,210,https://cornellbigred.com/sports/baseball/roster/2014
Jamie Smith,Baseball,2014,Fr.,C/Util,"New Orleans, La.",Isidore Newman School,6-2,190,https://cornellbigred.com/sports/baseball/roster/2014
Jimmy Sikorski,Baseball,2014,Sr.,IF/OF,"Westport, Conn.",Staples HS,6-1,180,https://cornellbigred.com/sports/baseball/roster/2014
Jordan Winawer,Baseball,2014,So.,OF,"Mountain View, Calif.",Mountain View HS,6-0,190,https://cornellbigred.com/sports/baseball/roster/2014
Kellen Urbon,Baseball,2014,Jr.,RHP,"San Diego, Calif.",Point Loma HS,6-0,160,https://cornellbigred.com/sports/baseball/roster/2014
Kevin Tatum,Baseball,2014,Jr.,IF,"Woodbridge, Va.",Woodbridge HS,5-9,165,https://cornellbigred.com/sports/baseball/roster/2014
Matt Hall,Baseball,2014,Jr.,C/DH,"Carlsbad, Calif.",La Costa Canyon HS,5-10,195,https://cornellbigred.com/sports/baseball/roster/2014
Matt Horton,Baseball,2014,So.,LHP,"Poughkeepsie, N.Y.",Arlington HS,5-10,185,https://cornellbigred.com/sports/baseball/roster/2014
Michael Byrne,Baseball,2014,So.,LHP,"Vienna, Va.",Langley HS,6-1,215,https://cornellbigred.com/sports/baseball/roster/2014
Nick Busto,Baseball,2014,Jr.,LHP,"Seattle, Wash.",Lakeside HS,6-0,180,https://cornellbigred.com/sports/baseball/roster/2014
Paul Balestrieri,Baseball,2014,Fr.,RHP,"West Windsor, N.J.",West Windsor-Plainsboro South,6-1,210,https://cornellbigred.com/sports/baseball/roster/2014
Ray Brewer,Baseball,2014,Fr.,RHP/IF,"Lexington, Ky.",Sayre School,6-7,260,https://cornellbigred.com/sports/baseball/roster/2014
Roberto Suppa,Baseball,2014,Jr.,RHP,"Connor, Ontario",St. Thomas Aquinas Catholic,6-5,205,https://cornellbigred.com/sports/baseball/roster/2014
Ryan Karl,Baseball,2014,Jr.,IF/OF,"Towaco, N.J.",Montville Twp. HS (Catawba Valley CC),6-2,215,https://cornellbigred.com/sports/baseball/roster/2014
Ryan Plantier,Baseball,2014,Sr.,IF,"Poway, Calif.",Pinnacle HS,6-0,205,https://cornellbigred.com/sports/baseball/roster/2014
Ryne Veenema,Baseball,2014,So.,RHP,"Fairport, N.Y.",Fairport HS (Monroe CC),6-0,185,https://cornellbigred.com/sports/baseball/roster/2014
Scott Soltis,Baseball,2014,Fr.,RHP,"Montclair, Va.",Osbourn Park HS,6-0,180,https://cornellbigred.com/sports/baseball/roster/2014
Spencer Scorza,Baseball,2014,Jr.,IF/DH,"Rochester, N.Y.",Penfield HS (Monroe CC),6-5,215,https://cornellbigred.com/sports/baseball/roster/2014
Tiger Smith,Baseball,2014,Fr.,RHP,"Dallas, Texas",Mercersburg Academy (Pa.),6-2,210,https://cornellbigred.com/sports/baseball/roster/2014
Tim Willittes,Baseball,2014,Fr.,RHP,"Scottsdale, Ariz.",Desert Mountain HS,6-4,220,https://cornellbigred.com/sports/baseball/roster/2014
Tom D'Alessandro,Baseball,2014,Sr.,IF/OF,"Dix Hills, N.Y.",Half Hollow Hills East HS,6-0,185,https://cornellbigred.com/sports/baseball/roster/2014
Tommy Wagner,Baseball,2014,Fr.,IF,"Victor, N.Y.",Victor HS,5-9,175,https://cornellbigred.com/sports/baseball/roster/2014
Zach McCulley,Baseball,2014,Sr.,LHP,"Pensacola, Fla.",Tate HS,6-5,230,https://cornellbigred.com/sports/baseball/roster/2014
Brian McAfee,Baseball,2015,Sr.,RHP,"Bothell, Wash.",Bothell HS,6-2,185,https://cornellbigred.com/sports/baseball/roster/2015
Collin McGee,Baseball,2015,Jr.,C,"Auburn, Pa.",Schuylkill Haven Area HS,6-0,185,https://cornellbigred.com/sports/baseball/roster/2015
Dale Wickham,Baseball,2015,Fr.,INF,"Victor, N.Y.",Victor HS,5-11,170,https://cornellbigred.com/sports/baseball/roster/2015
Dan Morris,Baseball,2015,Sr.,IF,"Brooklyn, N.Y.",Regis HS,6-1,165,https://cornellbigred.com/sports/baseball/roster/2015
Eason Recto,Baseball,2015,Fr.,IF/OF,"Chantilly, Va.",Chantilly HS,6-0,185,https://cornellbigred.com/sports/baseball/roster/2015
Eliot Lowell,Baseball,2015,Jr.,IF,"San Diego, Calif.",St. Augustine HS,5-10,175,https://cornellbigred.com/sports/baseball/roster/2015
Ellis Bitar,Baseball,2015,Fr.,C,"Katy, Texas",Seven Lakes HS,5-11,185,https://cornellbigred.com/sports/baseball/roster/2015
Eric Upton,Baseball,2015,Sr.,LHP,"Timonium, Md.",Dulaney HS,6-1,170,https://cornellbigred.com/sports/baseball/roster/2015
Frankie Padulo,Baseball,2015,So.,IF,"Los Alamitos, Calif.",Los Alamitos HS,5-8,150,https://cornellbigred.com/sports/baseball/roster/2015
Griffin Tutun,Baseball,2015,Fr.,INF,"Rye, N.Y.",Rye HS,5-5,150,https://cornellbigred.com/sports/baseball/roster/2015
JD Whetsel,Baseball,2015,Sr.,OF,"Liberty Township, Ohio",Lakota East HS,5-8,160,https://cornellbigred.com/sports/baseball/roster/2015
Jacob Weston,Baseball,2015,So.,OF,"Corona, Calif.",Centennial HS,6-1,210,https://cornellbigred.com/sports/baseball/roster/2015
Jamie Smith,Baseball,2015,So.,C/Util,"New Orleans, La.",Isidore Newman School,6-2,190,https://cornellbigred.com/sports/baseball/roster/2015
Jordan Winawer,Baseball,2015,Jr.,OF,"Mountain View, Calif.",Mountain View HS,6-0,190,https://cornellbigred.com/sports/baseball/roster/2015
Justin Lewis,Baseball,2015,Fr.,LHP,"La Canada, Calif.",La Canada HS,6-1,185,https://cornellbigred.com/sports/baseball/roster/2015
Kellen Urbon,Baseball,2015,Sr.,RHP,"San Diego, Calif.",Point Loma HS,6-0,160,https://cornellbigred.com/sports/baseball/roster/2015
Kevin Tatum,Baseball,2015,Sr.,IF,"Woodbridge, Va.",Woodbridge HS,5-9,165,https://cornellbigred.com/sports/baseball/roster/2015
Matt Hall,Baseball,2015,Sr.,C/DH,"Carlsbad, Calif.",La Costa Canyon HS,5-10,195,https://cornellbigred.com/sports/baseball/roster/2015
Matt Horton,Baseball,2015,Jr.,LHP,"Poughkeepsie, N.Y.",Arlington HS,5-10,185,https://cornellbigred.com/sports/baseball/roster/2015
Michael Byrne,Baseball,2015,Jr.,LHP,"Vienna, Va.",Langley HS,6-1,215,https://cornellbigred.com/sports/baseball/roster/2015
Nick Busto,Baseball,2015,Sr.,LHP,"Seattle, Wash.",Lakeside HS,6-0,180,https://cornellbigred.com/sports/baseball/roster/2015
Paul Balestrieri,Baseball,2015,So.,RHP,"West Windsor, N.J.",West Windsor-Plainsboro South,6-1,210,https://cornellbigred.com/sports/baseball/roster/2015
